,ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,trans_id,rtt,query,qclass,qclass_name,qtype,qtype_name,rcode,rcode_name,AA,TC,RD,RA,Z,answers,TTLs,rejected,trans_depth,method,host,uri,referrer,version,user_agent,request_body_len,response_body_len,status_code,status_msg,info_code,info_msg,tags,username,password,proxied,orig_fuids,orig_filenames,orig_mime_types,resp_fuids,resp_filenames,resp_mime_types
10,16.904172,CunUJg2wM9YxReHKkg,10.0.2.200,57380.0,8.8.8.8,53.0,udp,29660.0,0.001209,ocsp.godaddy.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"ocsp.godaddy.com.akadns.net,188.121.36.239","2613.000000,59.000000",F,,,,,,,,,,,,,,,,,,,,,,,
11,16.906359,C8jw3y2ptfD6l2Gau2,10.0.2.200,60212.0,8.8.8.8,53.0,udp,57142.0,0.026500,ocsp.godaddy.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"ocsp.godaddy.com.akadns.net,188.121.36.239","2817.000000,59.000000",F,,,,,,,,,,,,,,,,,,,,,,,
12,14.336621,CncG4v2P1ZizONWjDj,10.0.2.200,5353.0,224.0.0.251,5353.0,udp,0.0,3.505080,tiny71.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0.0,"tiny71.local,10.0.2.200","120.000000,120.000000",F,,,,,,,,,,,,,,,,,,,,,,,
13,14.587208,CncG4v2P1ZizONWjDj,10.0.2.200,5353.0,224.0.0.251,5353.0,udp,0.0,7.261544,tiny71.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0.0,"tiny71.local,10.0.2.200","120.000000,120.000000",F,,,,,,,,,,,,,,,,,,,,,,,
14,13.501248,CipbsO25PkRxqqsiGg,10.0.2.200,63233.0,224.0.0.252,5355.0,udp,53849.0,-,wpad,1,C_INTERNET,1,A,-,-,F,F,F,F,0.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
15,13.597860,CipbsO25PkRxqqsiGg,10.0.2.200,63233.0,224.0.0.252,5355.0,udp,53849.0,-,wpad,1,C_INTERNET,1,A,-,-,F,F,F,F,0.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
16,13.654998,C6Czp5OtG2I8rxnqc,10.0.2.200,49831.0,224.0.0.252,5355.0,udp,38294.0,-,wpad,1,C_INTERNET,1,A,-,-,F,F,F,F,0.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
17,13.746107,C6Czp5OtG2I8rxnqc,10.0.2.200,49831.0,224.0.0.252,5355.0,udp,38294.0,-,wpad,1,C_INTERNET,1,A,-,-,F,F,F,F,0.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
18,13.945912,Cuigsl2FpCCGTzMosc,10.0.2.200,137.0,10.0.2.255,137.0,udp,57840.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
19,14.697024,Cuigsl2FpCCGTzMosc,10.0.2.200,137.0,10.0.2.255,137.0,udp,57840.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
20,15.447968,Cuigsl2FpCCGTzMosc,10.0.2.200,137.0,10.0.2.255,137.0,udp,57840.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
21,13.795762,Cuigsl2FpCCGTzMosc,10.0.2.200,137.0,10.0.2.255,137.0,udp,57839.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
22,14.546810,Cuigsl2FpCCGTzMosc,10.0.2.200,137.0,10.0.2.255,137.0,udp,57839.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
23,15.298278,Cuigsl2FpCCGTzMosc,10.0.2.200,137.0,10.0.2.255,137.0,udp,57839.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
24,14.686901,CncG4v2P1ZizONWjDj,10.0.2.200,5353.0,224.0.0.251,5353.0,udp,0.0,15.163426,_sleep-proxy._udp.local,1,C_INTERNET,12,PTR,0,NOERROR,T,F,F,F,0.0,"tiny71.local,10.0.2.200","120.000000,120.000000",F,,,,,,,,,,,,,,,,,,,,,,,
25,31.102758,CuVP1Z1vpYUAbH3The,10.0.2.200,56029.0,8.8.8.8,53.0,udp,34488.0,0.024057,tools.google.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"tools.l.google.com,216.58.208.46","21599.000000,299.000000",F,,,,,,,,,,,,,,,,,,,,,,,
26,31.127830,CgkWgo1q11bn3sU0t8,10.0.2.200,57493.0,8.8.8.8,53.0,udp,23726.0,0.022392,tools.google.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"tools.l.google.com,216.58.208.46","21599.000000,299.000000",F,,,,,,,,,,,,,,,,,,,,,,,
27,33.826742,CO9f4n2fDGPxTKVAnf,10.0.2.200,53963.0,8.8.8.8,53.0,udp,43472.0,0.023025,redirector.gvt1.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,216.58.214.238,299.000000,F,,,,,,,,,,,,,,,,,,,,,,,
28,33.850891,CGC1B03XNKz8rUVlG3,10.0.2.200,54377.0,8.8.8.8,53.0,udp,26213.0,0.001136,redirector.gvt1.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,216.58.214.238,299.000000,F,,,,,,,,,,,,,,,,,,,,,,,
29,33.923307,CDKrgl2Vilin1c3Iob,10.0.2.200,57219.0,8.8.8.8,53.0,udp,9183.0,0.022147,r3---sn-jxnoxu-2gbe.gvt1.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"r3.sn-jxnoxu-2gbe.gvt1.com,195.113.214.206","1799.000000,1799.000000",F,,,,,,,,,,,,,,,,,,,,,,,
30,33.946479,CyBa3bIfjZLlaEr1c,10.0.2.200,61585.0,8.8.8.8,53.0,udp,24754.0,0.023478,r3---sn-jxnoxu-2gbe.gvt1.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"r3.sn-jxnoxu-2gbe.gvt1.com,195.113.214.206","1799.000000,1799.000000",F,,,,,,,,,,,,,,,,,,,,,,,
31,38.523530,CABtw12utn2ba74ju2,10.0.2.200,53016.0,8.8.8.8,53.0,udp,49167.0,0.020707,tools.google.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"tools.l.google.com,216.58.208.46","21591.000000,291.000000",F,,,,,,,,,,,,,,,,,,,,,,,
32,28.553455,CJv6yA13bRlL79rmqe,10.0.2.200,60763.0,224.0.0.252,5355.0,udp,46943.0,-,wpad,1,C_INTERNET,1,A,-,-,F,F,F,F,0.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
33,28.648460,CJv6yA13bRlL79rmqe,10.0.2.200,60763.0,224.0.0.252,5355.0,udp,46943.0,-,wpad,1,C_INTERNET,1,A,-,-,F,F,F,F,0.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
34,38.545293,Cf3NcU27hJKEK1GTSk,10.0.2.200,51043.0,8.8.8.8,53.0,udp,23929.0,0.021663,tools.google.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"tools.l.google.com,216.58.208.46","21591.000000,291.000000",F,,,,,,,,,,,,,,,,,,,,,,,
35,31.274101,Chls1t2rahDD6WQIsc,10.0.2.200,62069.0,224.0.0.252,5355.0,udp,1915.0,-,wpad,1,C_INTERNET,1,A,-,-,F,F,F,F,0.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
36,31.372157,Chls1t2rahDD6WQIsc,10.0.2.200,62069.0,224.0.0.252,5355.0,udp,1915.0,-,wpad,1,C_INTERNET,1,A,-,-,F,F,F,F,0.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
37,17.701631,CncG4v2P1ZizONWjDj,10.0.2.200,5353.0,224.0.0.251,5353.0,udp,0.0,28.161409,_sleep-proxy._udp.local,1,C_INTERNET,12,PTR,0,NOERROR,T,F,F,F,0.0,"tiny71.local,10.0.2.200","120.000000,120.000000",F,,,,,,,,,,,,,,,,,,,,,,,
38,35.976404,Cd1DUzLEZ9l3cTDXc,10.0.2.200,56295.0,224.0.0.252,5355.0,udp,46879.0,-,wpad,1,C_INTERNET,1,A,-,-,F,F,F,F,0.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
39,36.069091,Cd1DUzLEZ9l3cTDXc,10.0.2.200,56295.0,224.0.0.252,5355.0,udp,46879.0,-,wpad,1,C_INTERNET,1,A,-,-,F,F,F,F,0.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
40,47.763756,CIInLt3vmUv3kWxErb,10.0.2.200,65125.0,8.8.8.8,53.0,udp,54090.0,0.032847,crl.microsoft.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"crl.www.ms.akadns.net,a1363.dscg.akamai.net,195.113.232.90,195.113.232.75","2128.000000,299.000000,19.000000,19.000000",F,,,,,,,,,,,,,,,,,,,,,,,
41,47.797885,CzPI5f4drt0uSDr1N3,10.0.2.200,59912.0,8.8.8.8,53.0,udp,32073.0,0.021042,crl.microsoft.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"crl.www.ms.akadns.net,a1363.dscg.akamai.net,195.113.232.90,195.113.232.75","2128.000000,299.000000,19.000000,19.000000",F,,,,,,,,,,,,,,,,,,,,,,,
42,47.877599,C3WWCz4mr4DY5eqb1,10.0.2.200,51356.0,8.8.8.8,53.0,udp,53141.0,0.001367,ocsp.godaddy.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"ocsp.godaddy.com.akadns.net,188.121.36.239","2582.000000,28.000000",F,,,,,,,,,,,,,,,,,,,,,,,
43,47.879971,C3VN7y4WjvEy3KU4Ef,10.0.2.200,51969.0,8.8.8.8,53.0,udp,25326.0,0.001294,ocsp.godaddy.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"ocsp.godaddy.com.akadns.net,188.121.36.239","2786.000000,28.000000",F,,,,,,,,,,,,,,,,,,,,,,,
44,47.969770,CmhN9ijd9tR1dtiV4,10.0.2.200,65275.0,8.8.8.8,53.0,udp,18043.0,0.026643,ocsp.godaddy.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"ocsp.godaddy.com.akadns.net,188.121.36.239","1481.000000,59.000000",F,,,,,,,,,,,,,,,,,,,,,,,
45,47.997611,CFO9u31YIf7ftu1VZ4,10.0.2.200,54781.0,8.8.8.8,53.0,udp,5072.0,0.001267,ocsp.godaddy.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"ocsp.godaddy.com.akadns.net,188.121.36.239","2577.000000,28.000000",F,,,,,,,,,,,,,,,,,,,,,,,
46,48.087754,C2gzo3WLfxGAynGh3,10.0.2.200,51914.0,8.8.8.8,53.0,udp,61194.0,0.034549,sr.symcd.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"ocsp-ds.ws.symantec.com.edgekey.net,e8218.dscb1.akamaiedge.net,23.42.27.27","1902.000000,7.000000,19.000000",F,,,,,,,,,,,,,,,,,,,,,,,
47,48.123566,C614SC2TnCImfaNASd,10.0.2.200,54660.0,8.8.8.8,53.0,udp,48562.0,0.027167,sr.symcd.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"ocsp-ds.ws.symantec.com.edgekey.net,e8218.dscb1.akamaiedge.net,23.42.27.27","1160.000000,13.000000,19.000000",F,,,,,,,,,,,,,,,,,,,,,,,
48,48.203438,CDnstb283i4ACs5xI3,10.0.2.200,57938.0,8.8.8.8,53.0,udp,23927.0,0.033879,ocsp.verisign.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"ocsp-ds.ws.symantec.com.edgekey.net,e8218.dscb1.akamaiedge.net,23.42.27.27","24.000000,12.000000,19.000000",F,,,,,,,,,,,,,,,,,,,,,,,
49,48.238544,CAZa8o1TwkVvM2fJx2,10.0.2.200,50106.0,8.8.8.8,53.0,udp,20148.0,0.033480,ocsp.verisign.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"ocsp-ds.ws.symantec.com.edgekey.net,e8218.dscb1.akamaiedge.net,23.42.27.27","10.000000,8.000000,19.000000",F,,,,,,,,,,,,,,,,,,,,,,,
50,48.359305,CVAr0T1MZVoQ9Kmfd1,10.0.2.200,53558.0,8.8.8.8,53.0,udp,22619.0,0.034730,sf.symcd.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"ocsp-ds.ws.symantec.com.edgekey.net,e8218.dscb1.akamaiedge.net,23.42.27.27","2780.000000,19.000000,19.000000",F,,,,,,,,,,,,,,,,,,,,,,,
51,48.395343,CbRmMx1wLyLHSwYvFg,10.0.2.200,62176.0,8.8.8.8,53.0,udp,49682.0,0.001263,sf.symcd.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"ocsp-ds.ws.symantec.com.edgekey.net,e8218.dscb1.akamaiedge.net,23.42.27.27","2780.000000,19.000000,19.000000",F,,,,,,,,,,,,,,,,,,,,,,,
52,48.449916,CDoILV2kROEaQB945a,10.0.2.200,51290.0,8.8.8.8,53.0,udp,63619.0,0.033048,sw.symcd.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"ocsp-ds.ws.symantec.com.edgekey.net,e8218.dscb1.akamaiedge.net,23.42.27.27","2809.000000,16.000000,19.000000",F,,,,,,,,,,,,,,,,,,,,,,,
53,48.484199,CqQIP94Vx3esT7ToTi,10.0.2.200,57685.0,8.8.8.8,53.0,udp,29513.0,0.026603,sw.symcd.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"ocsp-ds.ws.symantec.com.edgekey.net,e8218.dscb1.akamaiedge.net,23.42.27.27","3463.000000,18.000000,19.000000",F,,,,,,,,,,,,,,,,,,,,,,,
54,48.563627,CTtPcP1v0LCSXjg3ia,10.0.2.200,63700.0,8.8.8.8,53.0,udp,55615.0,0.033655,s2.symcb.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"ocsp-ds.ws.symantec.com.edgekey.net,e8218.dscb1.akamaiedge.net,23.42.27.27","3344.000000,13.000000,19.000000",F,,,,,,,,,,,,,,,,,,,,,,,
55,48.598402,CX10yw1CEv8toLbudf,10.0.2.200,51073.0,8.8.8.8,53.0,udp,35344.0,0.022302,s2.symcb.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"ocsp-ds.ws.symantec.com.edgekey.net,e8218.dscb1.akamaiedge.net,23.42.27.27","3344.000000,13.000000,19.000000",F,,,,,,,,,,,,,,,,,,,,,,,
56,48.672995,CMn4QP3taarpDHZGe2,10.0.2.200,62816.0,8.8.8.8,53.0,udp,11020.0,0.032520,s.symcd.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"ocsp-ds.ws.symantec.com.edgekey.net,e8218.dscb1.akamaiedge.net,23.42.27.27","3130.000000,13.000000,19.000000",F,,,,,,,,,,,,,,,,,,,,,,,
57,48.706729,Cvftj035wg38zXkDr7,10.0.2.200,60644.0,8.8.8.8,53.0,udp,8568.0,0.001319,s.symcd.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"ocsp-ds.ws.symantec.com.edgekey.net,e8218.dscb1.akamaiedge.net,23.42.27.27","3130.000000,13.000000,19.000000",F,,,,,,,,,,,,,,,,,,,,,,,
58,48.759868,CYrLly483teomAhbu5,10.0.2.200,54479.0,8.8.8.8,53.0,udp,33589.0,0.025664,ocsp.digicert.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"cs9.wac.phicdn.net,93.184.220.29","4404.000000,3599.000000",F,,,,,,,,,,,,,,,,,,,,,,,
59,48.786856,CrMN9g29Hb9kCSMrt2,10.0.2.200,51971.0,8.8.8.8,53.0,udp,45769.0,0.026840,ocsp.digicert.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"cs9.wac.phicdn.net,93.184.220.29","11266.000000,3599.000000",F,,,,,,,,,,,,,,,,,,,,,,,
60,48.897225,CHShzv1ffCAeW33DYe,10.0.2.200,56195.0,8.8.8.8,53.0,udp,7103.0,0.028632,www.download.windowsupdate.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"2-01-3cf7-0009.cdx.cedexis.net,download.windowsupdate.com.edgesuite.net,a767.dspw65.akamai.net,23.62.237.89,23.62.237.97,23.62.237.87","230.000000,79.000000,645.000000,19.000000,19.000000,19.000000",F,,,,,,,,,,,,,,,,,,,,,,,
61,48.927060,CJBUBZhIhcsigTAf8,10.0.2.200,56597.0,8.8.8.8,53.0,udp,37184.0,0.029191,www.download.windowsupdate.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"2-01-3cf7-0009.cdx.cedexis.net,b1ns.au-msedge.net,b1ns.c-0001.c-msedge.net,c-0001.c-msedge.net,13.107.4.50","232.000000,239.000000,16.000000,16.000000,16.000000",F,,,,,,,,,,,,,,,,,,,,,,,
62,48.977265,CJAVJM0ZJSC6mpT57,10.0.2.200,54866.0,8.8.8.8,53.0,udp,13340.0,0.027801,ocsp.certum.pl,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"ocsp-services.uzto.netdna-cdn.com,94.31.29.96","54.000000,299.000000",F,,,,,,,,,,,,,,,,,,,,,,,
63,49.006200,CXZ69L2vGdoRwcwJIe,10.0.2.200,61628.0,8.8.8.8,53.0,udp,48881.0,0.072786,ocsp.certum.pl,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"ocsp-services.uzto.netdna-cdn.com,94.31.29.96","59.000000,299.000000",F,,,,,,,,,,,,,,,,,,,,,,,
64,49.108898,CTAWsd33lUopvb2ir4,10.0.2.200,60474.0,8.8.8.8,53.0,udp,44378.0,0.021169,tools.google.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"tools.l.google.com,216.58.208.46","21581.000000,281.000000",F,,,,,,,,,,,,,,,,,,,,,,,
65,49.131103,Cg46Xk1Zr0RdJJez62,10.0.2.200,60417.0,8.8.8.8,53.0,udp,45501.0,0.001096,tools.google.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"tools.l.google.com,216.58.208.46","21581.000000,281.000000",F,,,,,,,,,,,,,,,,,,,,,,,
66,49.128583,C9A1IO2C10YOuJ4Zo4,10.0.2.200,53637.0,8.8.8.8,53.0,udp,11154.0,0.029530,subca.ocsp-certum.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"ocsp-services.uzto.netdna-cdn.com,94.31.29.96","811.000000,299.000000",F,,,,,,,,,,,,,,,,,,,,,,,
67,49.173582,CRshrhWGs2VLXcEfe,10.0.2.200,58941.0,8.8.8.8,53.0,udp,374.0,0.021620,subca.ocsp-certum.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"ocsp-services.uzto.netdna-cdn.com,94.31.29.96","69.000000,299.000000",F,,,,,,,,,,,,,,,,,,,,,,,
68,51.752991,CPwc2b2cqUhdH82wh8,10.0.2.200,63903.0,8.8.8.8,53.0,udp,55889.0,0.001379,client.dropbox.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"client.v.dropbox.com,108.160.172.236,108.160.172.204","161.000000,6.000000,6.000000",F,,,,,,,,,,,,,,,,,,,,,,,
69,51.755395,ClQSnlghsFfiIP5fh,10.0.2.200,50689.0,8.8.8.8,53.0,udp,11892.0,0.001386,client.dropbox.com,1,C_INTERNET,1,A,0,NOERROR,F,F,T,T,0.0,"client.v.dropbox.com,108.160.172.236,108.160.172.204","161.000000,6.000000,6.000000",F,,,,,,,,,,,,,,,,,,,,,,,
70,46.854310,CWvP0Q3kZy83MrWEt4,10.0.2.200,137.0,10.0.2.255,137.0,udp,57844.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
71,47.605344,CWvP0Q3kZy83MrWEt4,10.0.2.200,137.0,10.0.2.255,137.0,udp,57844.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
72,48.358690,CWvP0Q3kZy83MrWEt4,10.0.2.200,137.0,10.0.2.255,137.0,udp,57844.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
73,36.269605,CWvP0Q3kZy83MrWEt4,10.0.2.200,137.0,10.0.2.255,137.0,udp,57843.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
74,37.020444,CWvP0Q3kZy83MrWEt4,10.0.2.200,137.0,10.0.2.255,137.0,udp,57843.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
75,37.771788,CWvP0Q3kZy83MrWEt4,10.0.2.200,137.0,10.0.2.255,137.0,udp,57843.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
76,28.848273,CWvP0Q3kZy83MrWEt4,10.0.2.200,137.0,10.0.2.255,137.0,udp,57841.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
77,29.599780,CWvP0Q3kZy83MrWEt4,10.0.2.200,137.0,10.0.2.255,137.0,udp,57841.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
78,30.350677,CWvP0Q3kZy83MrWEt4,10.0.2.200,137.0,10.0.2.255,137.0,udp,57841.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
79,31.572349,CWvP0Q3kZy83MrWEt4,10.0.2.200,137.0,10.0.2.255,137.0,udp,57842.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
80,32.323442,CWvP0Q3kZy83MrWEt4,10.0.2.200,137.0,10.0.2.255,137.0,udp,57842.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
81,33.074247,CWvP0Q3kZy83MrWEt4,10.0.2.200,137.0,10.0.2.255,137.0,udp,57842.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
82,49.498718,CWvP0Q3kZy83MrWEt4,10.0.2.200,137.0,10.0.2.255,137.0,udp,57845.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
83,50.249245,CWvP0Q3kZy83MrWEt4,10.0.2.200,137.0,10.0.2.255,137.0,udp,57845.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
84,51.000592,CWvP0Q3kZy83MrWEt4,10.0.2.200,137.0,10.0.2.255,137.0,udp,57845.0,-,WPAD,1,C_INTERNET,32,NB,-,-,F,F,T,F,1.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
85,46.560775,CIdPVd3NYP2PDTeS1,10.0.2.200,62443.0,224.0.0.252,5355.0,udp,59345.0,-,wpad,1,C_INTERNET,1,A,-,-,F,F,F,F,0.0,-,-,F,,,,,,,,,,,,,,,,,,,,,,,
